id,nombre_director,job,director_id
9268,Chuck Russell,Director,26713
52059,Carma Hinton,Director,240366
52059,Richard Gordon,Director,30811
9327,Tom Shadyac,Director,4499
123763,María Luisa Bemberg,Director,1066960
81949,Lucian Pintilie,Director,592762
42005,Gazdag Gyula,Director,544331
124306,Gérard Mordillat,Director,41521
183955,Mel Chionglo,Director,262130
44535,Alexandre Rockwell,Director,3111
44495,Christopher Larkin,Director,1144694
78285,Laurent Heynemann  ,Director,138795
11228,Rob Cohen,Director,18878
10779,Peter Jackson,Director,108
26748,John Sayles,Director,102445
38223,Bronwen Hughes,Director,18320
9294,Jon Turteltaub,Director,12962
49963,Nicole Holofcener,Director,56539
11363,Edward Burns,Director,12833
1645,Joel Schumacher,Director,5572
31546,Michael Corrente,Director,77076
77056,Éric Rohmer,Director,28615
36344,Fraser Clarke Heston,Director,66076
18550,Kevin Hooks,Director,40230
11511,Paul Michael Glaser,Director,12988
172198,Ildikó Enyedi,Director,1059880
34170,Howard Franklin,Director,2357
281085,Mitch Marcus,Director,30869
109478,Jaime Hellman,Director,1046588
124645,Nicolas Roeg,Director,14132
12606,Arlene Sanford,Director,15042
69895,Maurizio Nichetti,Director,225140
35206,Luis Buñuel,Director,793
151489,Paul Turner,Director,87397
4837,Éric Rohmer,Director,28615
12632,Peter Sehr,Director,56201
12632,Gernot Roll,Director,1870
9098,Rolf Silber,Director,48685
282919,Peter Weck,Director,6258
124614,Manoel de Oliveira,Director,81749
18975,Steve Barron,Director,18308
11962,John Payson,Director,71110
2925,Hugh Wilson,Director,28904
28628,Nigel Finch,Director,179609
3595,Ron Howard,Director,6159
9308,Hart Bochner,Director,7678
92381,Doug Ellin,Director,183036
18555,Annette Haywood-Carter,Director,119310
12123,Andrew Davis,Director,12989
10830,Danny DeVito,Director,518
3573,Douglas McGrath,Director,32983
10546,Tim Pope,Director,65602
18862,Harry Winer,Director,92554
31417,Georges Franju,Director,37302
9431,Gilbert Adler,Director,10953
124619,John Rubino,Director,1080308
297645,Yin Li,Director,1189125
48144,Yim Ho,Director,146295
46986,Hal Hartley,Director,91343
144982,Marcus DeLeon,Director,117808
47907,Lee David Zlotoff,Director,1232954
10061,John Carpenter,Director,11770
36266,Tran Anh Hung,Director,107730
549,Julian Schnabel,Director,7482
10478,Ron Shelton,Director,4037
66634,Rolf de Heer,Director,112674
116690,Keisuke Kinoshita,Director,587603
213917,Nicole Garcia,Director,24485
145925,Leone Pompucci,Director,252740
100914,Zheng Jun-Li,Director,1112331
238,Francis Ford Coppola,Director,1776
159,Sönke Wortmann,Director,1869
11134,Stanley Tong,Director,44916
88224,Lisa Krueger,Director,124092
132641,Mikio Naruse,Director,125690
42758,Gillies MacKinnon,Director,33405
9303,Lana Wachowski,Director,9340
9303,Lilly Wachowski,Director,9339
23945,Arthur Hiller,Director,133259
37820,John Ruane,Director,1155073
22479,Robert Altman,Director,9789
9054,Christopher Cain,Director,56828
241058,Peter Shaner,Director,1276348
11985,Tsai Ming-liang,Director,71174
10232,Daniel Schmid,Director,64219
59569,Tim Metcalfe,Director,69042
410921,Izidore K. Musallam,Director,232119
38955,Stanley Tong,Director,44916
110513,Jim McKay,Director,205639
114089,Karim Dridi,Director,118513
11015,Peter Hyams,Director,37710
9306,John Frankenheimer,Director,13776
9306,Richard Stanley,Director,42175
12559,David M. Evans,Director,69741
58770,David Koepp,Director,508
124851,Gary Winick,Director,17046
3587,Norman Jewison,Director,13563
10723,Ernest R. Dickerson,Director,15521
56077,Nick Hamm,Director,6361
19004,Roy Allen Smith,Director,24346
101230,Theo van Gogh,Director,28889
10987,Joe Chappelle,Director,55116
44705,Trevor Nunn,Director,98750
20318,Keith Gordon,Director,33054
43596,Max Ophüls,Director,14353
79782,Jan Jakub Kolski,Director,587971
26933,André Téchiné,Director,96627
27854,Sam Wood,Director,10790
981,George Cukor,Director,14674
872,Stanley Donen,Director,13284
872,Gene Kelly,Director,13294
2769,Vincente Minnelli,Director,13980
13320,Stanley Donen,Director,13284
164,Blake Edwards,Director,1927
426,Alfred Hitchcock,Director,2636
567,Alfred Hitchcock,Director,2636
3078,Frank Capra,Director,2662
13528,George Cukor,Director,14674
28288,Mark Sandrich,Director,30165
213,Alfred Hitchcock,Director,2636
284,Billy Wilder,Director,3146
239,Billy Wilder,Director,3146
4808,Stanley Donen,Director,13284
289,Michael Curtiz,Director,4109
963,John Huston,Director,6593
11113,George Cukor,Director,14674
6620,Billy Wilder,Director,3146
804,William Wyler,Director,10001
26531,Walter Lang,Director,80570
909,Vincente Minnelli,Director,13980
630,Victor Fleming,Director,9049
770,Victor Fleming,Director,9049
31044,Richard Benjamin,Director,24318
599,Billy Wilder,Director,3146
15,Orson Welles,Director,40
62,Stanley Kubrick,Director,240
121357,Mitchell Leisen,Director,108914
705,Joseph L. Mankiewicz,Director,10601
22490,George Cukor,Director,14674
223,Alfred Hitchcock,Director,2636
25670,Alfred Hitchcock,Director,2636
303,Alfred Hitchcock,Director,2636
4174,Alfred Hitchcock,Director,2636
8356,Leo McCarey,Director,30008
381,Alfred Hitchcock,Director,2636
20758,Vincente Minnelli,Director,13980
29376,Vincente Minnelli,Director,13980
1859,Ernst Lubitsch,Director,2428
18299,Billy Wilder,Director,3146
17281,Vincente Minnelli,Director,13980
64382,Vincente Minnelli,Director,13980
10907,Michael Curtiz,Director,4109
10907,William Keighley,Director,67426
32093,Rouben Mamoulian,Director,29595
1939,Otto Preminger,Director,834
22292,Joseph L. Mankiewicz,Director,10601
3598,Frank Capra,Director,2662
3080,Mark Sandrich,Director,30165
198,Ernst Lubitsch,Director,2428
13562,Gregory La Cava,Director,74659
1712,George Stevens,Director,18738
220,Elia Kazan,Director,2746
3529,W.S. Van Dyke,Director,32427
3085,Howard Hawks,Director,11435
2897,Michael Anderson,Director,20412
1585,Frank Capra,Director,2662
3083,Frank Capra,Director,2662
900,Howard Hawks,Director,11435
43795,George Stevens,Director,18738
85638,Victor Sjöström,Director,8741
50001,William A. Wellman,Director,14643
43905,John Cromwell,Director,31497
22688,Archie Mayo,Director,81165
23114,John Cromwell,Director,31497
26378,Busby Berkeley,Director,95293
40206,Henry Koster,Director,33064
22356,James Edward Grant,Director,50302
260,Alfred Hitchcock,Director,2636
43488,Lewis Milestone,Director,2000
22613,Howard Hawks,Director,11435
22613,Howard Hughes,Director,13348
10331,George A. Romero,Director,14999
488,John Huston,Director,6593
22733,John Huston,Director,6593
261,Richard Brooks,Director,3632
57575,Richard Brooks,Director,3632
32574,Frank Capra,Director,2662
22657,John Cromwell,Director,31497
76464,Victor Schertzinger,Director,148849
22649,Frank Borzage,Director,14855
176841,Edwin L. Marin,Director,78053
125587,Thaddeus O'Sullivan,Director,72467
39448,Corey Yuen Kwai,Director,35452
52855,Darrell James Roodt,Director,16730
39940,Joshua Logan,Director,86051
172868,Chris Newby,Director,1063201
85328,Richard Schenkman,Director,76462
124632,Allan Miller,Director,1468019
11076,Carroll Ballard,Director,68212
63945,Lance Young,Director,549024
58985,Allison Anders,Director,3110
890,Joseph Vilsmaier,Director,14614
10861,Ringo Lam,Director,26767
1770,Neil Jordan,Director,17016
44465,Amy Holden Jones,Director,21371
2033,Matthew Broderick,Director,4756
18203,Stanley Tucci,Director,2283
18203,Campbell Scott,Director,55152
9333,Walter Hill,Director,1723
47260,Robert M. Young,Director,86293
9400,F. Gary Gray,Director,37932
9401,John Herzfeld,Director,27846
12241,Reb Braddock,Director,71825
25739,René Gainville,Director,584483
161806,John Walsh,Director,1217874
11306,Michael Apted,Director,10781
9625,John Gray,Director,35155
10680,Robert Lieberman,Director,27146
6346,James Foley,Director,15890
18660,Norman Tokar,Director,83413
35115,Norman Foster,Director,87459
14821,John Hough,Director,19032
14136,Robert Stevenson,Director,5834
10869,Robert Stevenson,Director,5834
22660,Robert Stevenson,Director,5834
19186,David Swift,Director,29715
31102,David Swift,Director,29715
6878,Duwayne Dunham,Director,6592
15944,Charles Barton,Director,30099
18444,Ken Annakin,Director,35318
20723,Robert Stevenson,Director,5834
173,Richard Fleischer,Director,2087
864,Jon Turteltaub,Director,12962
24795,William Dear,Director,56506
11224,Clyde Geronimi,Director,64864
11224,Wilfred Jackson,Director,11434
11224,Hamilton Luske,Director,11429
81310,Wolfgang Reitherman,Director,57314
15947,William Roberts,Director,11427
15947,Clyde Geronimi,Director,64864
15947,Jack Kinney,Director,74565
15947,Harold Young,Director,103344
15947,Norman Ferguson,Director,226599
9078,Wolfgang Reitherman,Director,57314
29682,Harold D. Schuster,Director,9082
29682,Hamilton Luske,Director,11429
8367,Kevin Reynolds,Director,8300
433,Robert Stevenson,Director,5834
11360,Samuel Armstrong,Director,5691
11360,Ben Sharpsteen,Director,11426
11360,William Roberts,Director,11427
11360,Wilfred Jackson,Director,11434
11360,Jack Kinney,Director,74565
11360,Norman Ferguson,Director,226599
11114,Don Chaffey,Director,25558
12335,Robert Stevenson,Director,5834
12092,Hamilton Luske,Director,11429
12092,Wilfred Jackson,Director,11434
12092,Clyde Geronimi,Director,64864
10948,Ted Berman,Director,67604
10948,Art Stevens,Director,67607
10948,Richard Rich,Director,107274
11229,Matthew Bright,Director,55117
15121,Robert Wise,Director,1744
562,John McTiernan,Director,1090
10163,Brett Leonard,Director,57090
48862,Nick Cassavetes,Director,11151
117036,Iara Lee,Director,1006852
47199,Christopher Hampton,Director,12952
11159,Mike Leigh,Director,65452
9591,Tom Hanks,Director,31
30500,Michael Pressman,Director,59649
41843,James Ivory,Director,54441
55058,Joseph Bologna,Director,46946
10938,Hettie MacDonald,Director,67570
11412,Renny Harlin,Director,16938
10586,Stephen Hopkins,Director,2042
42314,Al Pacino,Director,1158
27845,Steve Buscemi,Director,884
108365,Ismail Merchant,Director,54448
23223,John McNaughton,Director,9200
49471,Spike Lee,Director,5281
38153,George P. Cosmatos,Director,16566
25147,Michael Winterbottom,Director,172
9716,Woody Allen,Director,1243
43777,Leon Ichaso,Director,78997
454,Baz Luhrmann,Director,6201
10218,Doug Liman,Director,11694
819,Barry Levinson,Director,8246
38191,Michael Cimino,Director,12114
56830,Scott Silver,Director,324
11238,Tad Stones,Director,56852
27256,Anthony Asquith,Director,32919
31530,Mark Sandrich,Director,30165
66473,George Stevens,Director,18738
28120,Edward Dmytryk,Director,64114
1834,Edward Dmytryk,Director,64114
26282,Josef von Sternberg,Director,2891
26282,Nicholas Ray,Director,2765
37218,Aaron Kim Johnston,Director,117083
252,Mel Stuart,Director,3451
116356,Jan Bucquoy,Director,71938
16372,Jack Clayton,Director,25630
11561,Woody Allen,Director,1243
11302,Woody Allen,Director,1243
623,Charles Crichton,Director,8929
583,Terry Jones,Director,10707
12614,Blake Edwards,Director,1927
21711,Michael Ritchie,Director,12964
11575,Blake Edwards,Director,1927
475,Arthur Penn,Director,6448
11331,John Sturges,Director,14520
521,Alfred Hitchcock,Director,2636
21202,Frédéric Mitterrand,Director,123827
88,Emile Ardolino,Director,716
500,Quentin Tarantino,Director,138
792,Oliver Stone,Director,1152
8491,Ted Kotcheff,Director,16544
402,Paul Verhoeven,Director,10491
10537,Oliver Stone,Director,1152
11386,Neil Jordan,Director,17016
9504,James Foley,Director,15890
15764,Alan J. Pakula,Director,6349
601,Steven Spielberg,Director,488
67365,Sam Henry Kass,Director,1096170
25842,Edwin L. Marin,Director,78053
2119,Tony Scott,Director,893
744,Tony Scott,Director,893
136311,Michael Covert,Director,144130
221,Nicholas Ray,Director,2765
702,Elia Kazan,Director,2746
25750,Greg Spence,Director,56746
17642,Hugo Van Lawick,Director,928583
427043,Michael Kreihsl,Director,939320
146341,Temístocles López,Director,1124024
9305,Claude Nuridsany,Director,57226
9305,Marie Pérennou,Director,57227
37616,Alan Taylor,Director,47005
11112,Donald Petrie,Director,18281
21612,Abel Ferrara,Director,39104
141210,Chris Cullari,Director,1114467
102461,Benoît Jacquot,Director,229263
36998,Jaco Van Dormael,Director,107490
200383,Nils Gaup,Director,22558
116844,Peter Cohn,Director,1086972
1630,Miloš Forman,Director,3974
26626,Rich Wilkes,Director,53345
124837,R. J. Cutler,Director,89814
124837,David Van Taylor,Director,621628
11816,Mark Rydell,Director,21958
11843,Blake Edwards,Director,1927
10379,Ate de Jong,Director,16672
2756,James Cameron,Director,2710
790,John Carpenter,Director,11770
1103,John Carpenter,Director,11770
11298,Joe Dante,Director,4600
4480,Claude Berri,Director,20718
4481,Claude Berri,Director,20718
49688,Gustavo Graef-Marino,Director,259792
10765,Howard Zieff,Director,34611
762,Terry Gilliam,Director,280
762,Terry Jones,Director,10707
44497,Bruce LaBruce,Director,1115333
44497,Rick Castro,Director,1388631
85588,Russ Hexter,Director,932368
278621,Sharon Pollack,Director,1415878
99479,Michael Ray Rhodes,Director,109635
55049,Raúl Ruiz,Director,121585
124829,Susan W. Dryfoos,Director,1080611
356054,John L'Ecuyer,Director,159767
10548,Leon Gast,Director,65608
531,Nick Park,Director,7314
104931,Jean-Luc Godard,Director,3776
4483,Daniel Vigne,Director,38494
18919,Jan Švankmajer,Director,83784
31556,Anthony Mann,Director,40199
31556,Alfred L. Werker,Director,81930
26167,Anthony Mann,Director,40199
26174,Anthony Mann,Director,40199
61461,Vittorio De Sica,Director,12329
117500,Jean Delannoy,Director,70854
218713,Norman Z. McLeod,Director,82389
217802,Elliott Nugent,Director,89914
127973,Leo McCarey,Director,30008
659,Volker Schlöndorff,Director,10249
30892,Peter Medak,Director,21377
86369,Martine Dugowson,Director,933201
8074,Jean-Luc Godard,Director,3776
124676,Nina Menkes,Director,1038016
38554,Garry Marshall,Director,1201
49763,Eric Red,Director,54839
41326,Barbara Kopple,Director,22020
41326,Cathy Caplan,Director,929918
41326,Tom Haneke,Director,929919
41326,Lawrence Silk,Director,929920
36555,Phillip Rhee,Director,82442
10608,Tim Robbins,Director,504
11216,Giuseppe Tornatore,Director,65314
7452,Peter Greenaway,Director,30309
64567,Michel Blanc,Director,21175
892,Jean-Pierre Jeunet,Director,2419
892,Marc Caro,Director,13680
1600,Krzysztof Kieślowski,Director,1126
26561,Mike Newell,Director,10723
975,Stanley Kubrick,Director,240
18129,Stephen Frears,Director,3224
54405,Peter Chelsom,Director,36804
150823,Fred Olen Ray,Director,31155
409,Anthony Minghella,Director,2239
38251,Gabriele Salvatores,Director,55916
10161,Jim Sheridan,Director,53334
1412,Steven Soderbergh,Director,1884
41768,John Sayles,Director,102445
10409,Baz Luhrmann,Director,6201
14285,Errol Morris,Director,18533
2469,Pedro Almodóvar,Director,309
10174,Alek Keshishian,Director,50949
10174,Mark Aldo Miceli,Director,64073
31225,Jennie Livingston,Director,107831
510,Miloš Forman,Director,3974
11455,Lou Adler,Director,69500
1891,Irvin Kershner,Director,10930
2493,Rob Reiner,Director,3026
85,Steven Spielberg,Director,488
68,Terry Gilliam,Director,280
679,James Cameron,Director,2710
429,Sergio Leone,Director,4385
13446,Bruce Robinson,Director,8966
389,Sidney Lumet,Director,39996
947,David Lean,Director,12238
185,Stanley Kubrick,Director,240
595,Robert Mulligan,Director,8482
28,Francis Ford Coppola,Director,1776
335,Sergio Leone,Director,4385
1892,Richard Marquand,Director,19800
144,Wim Wenders,Director,2303
1092,Carol Reed,Director,15378
769,Martin Scorsese,Director,1032
348,Ridley Scott,Director,578
766,Sam Raimi,Director,7623
175,Luc Besson,Director,59
11645,Akira Kurosawa,Director,5026
10835,John Woo,Director,11401
539,Alfred Hitchcock,Director,2636
525,John Landis,Director,4610
240,Francis Ford Coppola,Director,1776
600,Stanley Kubrick,Director,240
530,Nick Park,Director,7314
10705,Kenneth Branagh,Director,11181
279,Miloš Forman,Director,3974
3109,John Ford,Director,8500
311,Sergio Leone,Director,4385
1578,Martin Scorsese,Director,1032
703,Woody Allen,Director,1243
9549,Philip Kaufman,Director,648
1398,Andrei Tarkovsky,Director,8452
387,Wolfgang Petersen,Director,5231
9277,George Roy Hill,Director,9577
343,Hal Ashby,Director,4964
37291,Hal Hartley,Director,91343
490,Ingmar Bergman,Director,6648
11235,Bill Forsyth,Director,68687
218,James Cameron,Director,2710
763,Peter Jackson,Director,108
9665,Edward Zwick,Director,9181
18971,Tom Stoppard,Director,372
696,Woody Allen,Director,1243
379,Joel Coen,Director,1223
207,Peter Weir,Director,2690
37247,Mike Nichols,Director,5342
1480,Orson Welles,Director,40
9322,Luc Besson,Director,59
826,David Lean,Director,12238
422,Federico Fellini,Director,4415
829,Roman Polanski,Director,3556
828,Robert Wise,Director,1744
3090,John Huston,Director,6593
9964,Peter Jackson,Director,108
3063,Leo McCarey,Director,30008
13667,Savage Steve Holland,Director,87565
694,Stanley Kubrick,Director,240
235,Rob Reiner,Director,3026
832,Fritz Lang,Director,68
765,Sam Raimi,Director,7623
5925,John Sturges,Director,14520
11778,Michael Cimino,Director,12114
4485,Jean-Jacques Beineix,Director,37451
137,Harold Ramis,Director,1524
33,Clint Eastwood,Director,190
982,John Frankenheimer,Director,13776
8428,Allan Moyle,Director,55790
212,Frank Capra,Director,2662
105,Robert Zemeckis,Director,24
1633,Jon Avnet,Director,18250
11202,Franklin J. Schaffner,Director,13265
1554,Jim Jarmusch,Director,4429
